"ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating (numeric)","ProsperRating (Alpha)","ProsperScore","ListingCategory (numeric)","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent (percentage)","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"101F35507532151104C0F0D","602979","2012-06-23 09:04:46.863000000","","36","Completed","2012-11-30 00:00:00",".357970",".317700",".307700",".289600",".165000",".124600","1","HR","5.000000","1","CO","Retail Management","Employed","39","False","False","","2012-06-23 09:04:42","680","699","1990-11-06 00:00:00","3","3","20","1","54.000000","1","2.000000","0",".000000","0","0","0","1422.000000",".710000","578.000000","13.000000",".760000",".000000",".290000","$25,000-49,999","True","2750.000000","CEFE365507323927189DB7E","","","","","","","","","0","","20","69101","4000","2012-07-03 00:00:00","Q3 2012","7529350940020729695EB6C","173.710000","4437.110000","4000.000000","437.110000","-13.760000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","86"
"1023354737099538398D0DE","589240","2012-05-15 09:46:37.230000000","","36","Chargedoff","2013-08-31 00:00:00",".357970",".317700",".307700",".289600",".165000",".124600","1","HR","4.000000","1","VA","Other","Employed","19","True","False","","2012-05-15 09:46:32","680","699","1996-01-04 00:00:00","14","12","28","9","339.000000","1","5.000000","0",".000000","0","1","0","8256.000000",".860000","942.000000","23.000000",".860000","4.000000",".200000","$25,000-49,999","True","3750.000000","39573651748232518789301","","","","","","","","","313","15","21","67177","4000","2012-06-01 00:00:00","Q2 2012","35823546173129744F3DD5C","173.710000","1737.100000","764.650000","972.450000","-30.620000",".000000","3235.350000","3235.350000",".000000","1.000000","0","0",".000000","16"
"10533518599067155D72A89","510369","2011-06-07 16:19:15.993000000","","36","Completed","2012-11-29 00:00:00",".356430",".319900",".309900",".295700",".147000",".148700","2","E","4.000000","1","MD","Other","Employed","141","True","False","","2011-06-07 16:18:50","680","699","2000-12-05 00:00:00","13","13","33","10","476.000000","4","11.000000","0",".000000","0","1","0","14227.000000",".300000","2470.000000","31.000000",".870000","2.000000",".310000","$50,000-74,999","True","5000.000000","A3C636213600825264F869C","","","","","","","","","0","","33","50513","7500","2011-06-22 00:00:00","Q2 2011","13B73517243998036D2BC69","326.620000","10414.460000","7500.000000","2914.460000","-91.090000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","103"
"105B3560601023947B9F8AC","651099","2012-10-08 10:14:03.727000000","","36","Current","",".272850",".234600",".224600",".206400",".102500",".103900","3","D","6.000000","7","MS","Other","Employed","36","False","False","","2012-10-08 10:14:02","700","719","2007-08-24 00:00:00","3","2","23","2","25.000000","1","1.000000","0",".000000","0","0","0","493.000000",".490000","507.000000","4.000000","1.000000","1.000000",".110000","$1-24,999","True","916.666667","45E63664134296610E196E8","","","","","","","","","0","","17","76102","2000","2012-10-12 00:00:00","Q4 2012","8D8C3558889402933D93E79","77.900000","1246.400000","719.480000","526.920000","-22.460000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","31"
"105D3483880974848E4B816","457977","2010-05-12 09:32:44.070000000","","36","Completed","2013-05-20 00:00:00",".374020",".349500",".339500",".129400",".190000",".129400","1","HR","5.000000","1","OH","Other","Full-time","63","False","False","","2010-05-12 09:32:39","620","639","2001-07-17 00:00:00","10","7","28","5","857.000000","0","2.000000","1","103.000000","0","0","0","38094.000000",".980000","524.000000","19.000000",".900000","1.000000",".370000","$25,000-49,999","True","3958.333333","311D35880623947619D7931","1","34","34","0","0","6500.000000","449.900000","-36","0","","46","42572","2500","2010-05-20 00:00:00","Q2 2010","1EEB3391651811061B50EC3","113.020000","4076.330000","2500.000000","1576.330000","-45.080000",".000000",".000000",".000000",".000000","1.000000","1","0",".000000","34"
"10613551817803285FC67B9","612624","2012-07-16 18:49:35.483000000","","60","Current","",".283240",".257300",".247300",".241200",".092500",".148700","3","D","6.000000","1","NY","Other","Employed","49","False","False","","2012-08-17 05:31:13","720","739","2001-12-26 00:00:00","15","14","23","8","452.000000","1","6.000000","0",".000000","0","0","0","12751.000000",".360000","20328.000000","21.000000","1.000000",".000000",".280000","$50,000-74,999","True","4583.333333","984836591050066235AF709","","","","","","","","","0","","19","72793","15000","2012-08-22 00:00:00","Q3 2012","65703544730435683BE8D56","446.710000","9160.810000","4509.950000","4650.860000","-134.020000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","18"
"10663407592554078EFC73C","248015","2007-12-10 09:39:03.747000000","C","36","Completed","2009-01-07 00:00:00",".247530",".240000",".230000","","","","","","","2","MI","Computer Programmer","Full-time","10","True","False","","2007-11-23 14:11:54.327000000","640","659","1997-05-20 00:00:00","14","11","30","6","595.000000","4","21.000000","0",".000000","0","0","0","25404.000000",".930000","1896.000000","27.000000",".960000","1.000000",".250000","$50,000-74,999","True","6166.666667","3AC834066966533171E1D7D","","","","","","","","","0","","75","23591","4000","2007-12-13 00:00:00","Q4 2007","55DA3406841630888D2806A","156.930000","4902.940000","4000.000000","902.940000","-37.630000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","26"
"106D35088985315162A8CEC","496017","2011-02-28 16:43:23.663000000","","36","Current","",".356430",".319900",".309900",".295700",".147000",".148700","2","E","5.000000","6","NJ","Tradesman - Electrician","Employed","61","False","False","","2011-04-27 16:53:39","680","699","2000-09-25 00:00:00","10","9","23","9","176.000000","1","2.000000","1","350.000000","7","0","0","2835.000000",".300000","1842.000000","16.000000",".780000","1.000000",".510000","$1-24,999","True","1000.000000","D0933619819224654C38783","","","","","","","","","0","","34","49316","7500","2011-05-12 00:00:00","Q2 2011","1C26350981875133398A8A2","326.620000","10778.460000","6544.760000","4233.700000","-132.320000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","58"
"2ED533926269907796F64A7","154864","2007-06-19 16:55:21.600000000","HR","36","Completed","2010-03-08 00:00:00",".302710",".290000",".270000","","","","","","","0","CA","Other","Full-time","214","False","True","FEF83377364176536637E50","2007-06-15 18:26:21.413000000","540","559","2000-12-21 00:00:00","15","15","17","15","565.000000","3","13.000000","0",".000000","0","0","0","15209.000000",".780000","3652.000000","17.000000","1.000000",".000000",".230000","$25,000-49,999","True","3333.333333","D9F733932060373650B609A","","","","","","","","","0","","81","16308","4600","2007-06-22 00:00:00","Q2 2007","72DA3379242016798DECA4F","192.770000","6830.080000","4600.000000","2230.080000","-79.650000",".000000",".000000",".000000",".000000","1.000000","1","0",".000000","25"
"2EDB3601096117346696CD1","1161713","2014-01-25 05:49:54.720000000","","36","Current","",".163240",".127400",".117400",".112100",".042400",".069700","5","B","4.000000","7","CA","Computer Programmer","Employed","17","False","False","","2014-01-25 05:49:54","700","719","2002-10-31 00:00:00","20","18","36","7","179.000000","0","12.000000","0",".000000","0","0","0","7011.000000",".550000","5233.000000","27.000000","1.000000","2.000000",".260000","$75,000-99,999","True","7000.000000","3F413703672094320175448","","","","","","","","","0","","2","129334","9000","2014-01-28 00:00:00","Q1 2014","5CA23704246764168511FE2","302.120000","298.978600","204.740000","94.238600","-7.640000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"2EDE3368704075927E187F8","39887","2006-09-15 23:48:21.227000000","E","36","Completed","2009-08-07 00:00:00",".208960",".190500",".185500","","","","","","","0","","Professional","Not available","","False","True","","2006-09-11 02:07:14.930000000","560","579","1994-07-01 00:00:00","","","16","9","196.000000","1","6.000000","0","","2","1","","","","","","","",".100000","Not displayed","True","2333.333333","43893368208839193B8154F","","","","","","","","","0","","90","3371","1000","2006-09-20 00:00:00","Q3 2006","78783368269377013AA45D7","36.680000","1319.480000","1000.000000","319.480000","-8.390000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","37"
"2EEF356260836677934513B","668016","2012-11-10 13:25:53.850000000","","60","Current","",".274620",".248900",".238900",".220600",".092500",".128100","3","D","6.000000","1","TX","Other","Employed","182","True","False","","2012-11-10 13:25:51","760","779","1998-02-19 00:00:00","15","14","37","11","381.000000","0","12.000000","0",".000000","0","1","0","920.000000",".050000","14930.000000","29.000000",".900000","2.000000",".270000","$75,000-99,999","True","7333.333333","D28A3667711128640C9A230","","","","","","","","","0","","16","77856","7500","2012-11-20 00:00:00","Q4 2012","574B3562446482565E6D243","219.650000","3294.750000","1112.290000","2182.460000","-87.680000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","43"
"2EFC36028887817232507BC","1220331","2014-02-18 12:59:08.680000000","","60","Current","",".158680",".135500",".125500",".119320",".047400",".071920","5","B","11.000000","1","MA","Other","Full-time","154","False","False","","2014-02-18 12:17:38","680","699","2001-10-29 00:00:00","10","8","15","6","260.000000","2","4.000000","0",".000000","0","0","0","23082.000000",".440000","29368.000000","15.000000","1.000000","2.000000",".190000","$75,000-99,999","True","6833.333333","432C37074700402280777BE","3","74","74","0","0","30000.000000","10886.530000","","0","","1","132740","20000","2014-02-20 00:00:00","Q1 2014","F2FA3487296311242F54580","460.710000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"2F073602314370159514FCD","1145311","2014-02-07 10:24:00.187000000","","60","Current","",".154490",".131400",".121400",".115670",".044900",".070770","5","B","9.000000","1","WI","Truck Driver","Employed","31","False","False","","2014-02-07 10:24:02","700","719","2002-07-07 00:00:00","9","9","21","9","518.000000","0","1.000000","0",".000000","0","0","0","17502.000000",".760000","4973.000000","20.000000","1.000000",".000000",".220000","$75,000-99,999","True","6250.000000","802437066681423118039DA","","","","","","","","","0","","1","131776","20000","2014-02-11 00:00:00","Q1 2014","77C43704902704024C50026","456.500000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","259"
"2F1035566338882234E499E","631296","2012-08-30 10:31:05.053000000","","60","Current","",".159360",".136400",".126400",".125900",".024900",".101000","6","A","9.000000","15","NC","Scientist","Employed","25","False","False","","2012-08-30 10:31:03","740","759","2000-10-10 00:00:00","10","6","12","5","569.000000","0","1.000000","0",".000000","0","0","0","14940.000000",".460000","17460.000000","12.000000","1.000000","1.000000",".200000","$50,000-74,999","True","4166.666667","CA7E3661438639324DBB5C1","1","13","13","0","0","3000.000000","2098.970000","30","0","","18","73808","3000","2012-09-05 00:00:00","Q3 2012","38753520156299828623736","69.250000","1177.250000","654.450000","522.800000","-38.340000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","7"
"3046355508616928265C00B","630052","2012-08-27 11:47:10.073000000","","36","Completed","2013-04-24 00:00:00",".357970",".317700",".307700",".289600",".167500",".122100","1","HR","1.000000","18","CA","Engineer - Mechanical","Employed","48","True","False","","2012-08-27 11:47:06","660","679","1989-04-01 00:00:00","10","9","54","7","189.000000","3","17.000000","2",".000000","0","1","0","3298.000000",".860000","502.000000","44.000000",".730000","2.000000",".230000","$75,000-99,999","True","6666.666667","BA4436607170538270ECA80","1","9","9","0","0","4000.000000","3321.510000","-2","0","","19","73469","4000","2012-08-30 00:00:00","Q3 2012","06073532013923975E1F5E9","173.710000","4775.210000","4000.000000","775.210000","-24.410000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","45"
"306535373864632983A6F72","551080","2012-01-12 16:11:48.840000000","","36","Current","",".293940",".255200",".245200",".239200",".119000",".120200","3","D","5.000000","3","MD","Skilled Labor","Employed","103","True","False","","2012-01-12 16:11:44","720","739","1991-01-01 00:00:00","6","6","18","3","60.000000","1","3.000000","0",".000000","3","1","0","1550.000000",".850000","165.000000","16.000000",".930000",".000000",".240000","$50,000-74,999","True","5000.000000","9D8A36401955233405A1A8C","","","","","","","","","0","","26","59420","7000","2012-01-25 00:00:00","Q1 2012","A0CD3535955398705766CC5","280.250000","6976.250000","4236.450000","2739.800000","-107.370000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","97"
"107B3579299661826B2AED7","781403","2013-05-17 16:17:05.550000000","","36","Current","",".187250",".150900",".140900",".133700",".049900",".083800","5","B","4.000000","1","MI","Other","Other","146","True","False","","2013-05-17 16:16:54","760","779","1977-10-20 00:00:00","11","11","30","9","562.000000","1","2.000000","0",".000000","0","0","0","18548.000000",".660000","7756.000000","29.000000","1.000000","1.000000",".250000","$50,000-74,999","True","6000.000000","A1643684977286422DB3E08","","","","","","","","","0","","9","92619","20000","2013-06-17 00:00:00","Q2 2013","5FF63579934597258A37B7F","694.190000","5545.251500","3688.830000","1856.421500","-123.580000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"107C35242759033753499C3","524323","2011-08-29 15:24:20.927000000","","36","Completed","2014-01-30 00:00:00",".160560",".139000",".129000",".128500",".038000",".090500","6","A","9.000000","1","TX","Teacher","Employed","48","False","False","","2011-08-29 15:24:16","720","739","1993-04-25 00:00:00","11","10","23","6","341.000000","0","2.000000","0",".000000","0","0","0","13257.000000",".340000","24726.000000","21.000000",".900000",".000000",".230000","$25,000-49,999","True","3750.000000","C4A23628878279889A484AF","","","","","","","","","0","","30","53005","4500","2011-09-07 00:00:00","Q3 2011","C0C135239421994476DB2E0","153.580000","5481.670000","4500.000000","981.670000","-70.630000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","78"
"10883544668474261D10D45","575603","2012-04-05 08:11:01.317000000","","36","Chargedoff","2013-08-12 00:00:00",".224560",".187400",".177400",".173300",".065000",".108300","4","C","4.000000","15","NC","Accountant/CPA","Employed","5","False","True","6CE133644751358832D593B","2012-04-05 07:54:36","680","699","1981-06-24 00:00:00","8","3","61","3","248.000000","0","2.000000","0",".000000","0","0","0","10598.000000",".960000","402.000000","56.000000",".980000","3.000000",".350000","$50,000-74,999","True","6000.000000","77A73648787558074A52E9B","1","35","35","0","0","6800.000000",".000000","-43","332","16","23","63477","7000","2012-04-12 00:00:00","Q2 2012","5E8133655175587684C4550","255.670000","2812.370000","1742.480000","1069.890000","-57.100000",".000000","5257.520000","5257.520000",".000000","1.000000","0","0",".000000","123"
"117B3579340421176C5411E","776148","2013-05-10 13:28:04.900000000","","36","Current","",".219450",".182400",".172400",".161500",".067400",".094100","4","C","4.000000","1","DE","Retail Management","Employed","35","True","False","","2013-05-10 13:27:57","680","699","1985-04-08 00:00:00","11","9","51","6","235.000000","1","9.000000","0",".000000","50","1","0","5730.000000",".940000","264.000000","40.000000",".670000",".000000",".330000","$50,000-74,999","True","4208.333333","9A6A36835745247756261A7","","","","","","","","","0","","10","90971","5000","2013-05-21 00:00:00","Q2 2013","82F73579290497652B19D52","181.360000","1632.240000","1002.600000","629.640000","-34.520000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","80"
"117D35263025464740DF5E5","529958","2011-09-28 14:55:44.100000000","","36","Current","",".305320",".269900",".259900",".253400",".112000",".141400","3","D","7.000000","1","CA","Accountant/CPA","Employed","380","False","False","","2011-09-28 14:55:41","740","759","2002-03-15 00:00:00","3","3","3","3","105.000000","1","2.000000","0",".000000","0","0","0","3802.000000",".300000","8698.000000","3.000000","1.000000","1.000000",".130000","$25,000-49,999","True","2375.000000","DE4A36312291353150D8DE8","","","","","","","","","0","","29","54266","5000","2011-10-11 00:00:00","Q4 2011","7360352760472600158E35D","204.100000","5714.800000","3513.420000","2201.380000","-81.580000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","13"
"11973532005986614640129","538626","2011-11-12 01:40:42.297000000","","36","Completed","2013-11-18 00:00:00",".295100",".259900",".249900",".243700",".112000",".131700","3","D","6.000000","7","FL","Dentist","Employed","39","False","False","","2011-11-12 01:40:38","700","719","1992-03-18 00:00:00","10","10","34","4","602.000000","0",".000000","0",".000000","0","0","0","97176.000000",".990000","284.000000","24.000000","1.000000",".000000",".290000","$100,000+","True","10000.000000","9282363631652331708BCF2","","","","","","","","","0","","28","56583","10000","2011-11-30 00:00:00","Q4 2011","268F35129898097608DF562","402.850000","13789.980000","10000.000000","3789.980000","-145.820000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","21"
"11983601631322682D1C886","1183137","2014-02-03 09:04:54.890000000","","60","Current","",".288480",".262400",".252400",".229870",".132500",".097370","2","E","3.000000","1","IL","Engineer - Electrical","Employed","77","True","False","","2014-02-03 09:04:57","660","679","1991-05-18 00:00:00","15","14","27","9","608.000000","3","16.000000","1","928.000000","3","1","0","13496.000000",".530000","9751.000000","21.000000",".910000","2.000000",".320000","$100,000+","True","9250.000000","3FDB37052686000057FDD5B","","","","","","","","","0","","1","130924","10000","2014-02-05 00:00:00","Q1 2014","E89C370520958070524CEB1","300.830000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"11A135199726786497942E3","515026","2011-07-06 11:18:23.093000000","","36","Current","",".305320",".269900",".259900",".253400",".112000",".141400","3","D","6.000000","7","IL","Other","Employed","62","False","False","","2011-07-06 09:08:56","680","699","2001-06-12 00:00:00","4","4","13","3","203.000000","0","3.000000","1",".000000","4","0","0","8706.000000",".340000","16494.000000","10.000000",".460000","1.000000",".230000","$50,000-74,999","True","4166.666667","D4613623363731530EC4622","","","","","","","","","0","","32","51108","4000","2011-07-12 00:00:00","Q3 2011","6122352085166800749A10E","163.280000","5061.680000","3226.350000","1835.330000","-68.010000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","46"
"306736023790192924ADC4E","1190730","2014-02-05 18:04:06.233000000","","36","Current","",".167320",".131400",".121400",".115670",".044900",".070770","5","B","7.000000","2","IL","Skilled Labor","Employed","17","True","False","","2014-02-05 18:04:08","680","699","1996-11-30 00:00:00","7","7","28","7","195.000000","1","2.000000","0",".000000","8","1","0","2172.000000",".250000","6478.000000","25.000000",".800000",".000000",".150000","$50,000-74,999","True","5000.000000","C16D37063277146395D8462","","","","","","","","","0","","1","132293","15000","2014-02-19 00:00:00","Q1 2014","99DB3702288495098118363","506.420000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"306936024573363075E56A0","1209399","2014-02-15 06:56:02.090000000","","60","Current","",".158680",".135500",".125500",".119320",".047400",".071920","5","B","6.000000","1","NY","Sales - Commission","Self-employed","25","True","False","","2014-01-21 12:56:06","720","739","1974-01-08 00:00:00","21","20","55","13","1981.000000","0","7.000000","0",".000000","0","0","0","125404.000000",".720000","42214.000000","54.000000","1.000000",".000000","","$100,000+","False","25000.000000","8CBB37069461348023FA08D","","","","","","","","","0","","1","131922","15000","2014-02-19 00:00:00","Q1 2014","63DB370343497461131E70C","345.530000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"306A3553127628328914D5D","620230","2012-08-03 12:51:43.310000000","","36","Completed","2013-11-08 00:00:00",".323330",".283900",".273900",".261400",".137500",".123900","2","E","8.000000","1","NJ","Professional","Employed","10","False","False","","2012-08-03 12:51:38","640","659","2001-04-27 00:00:00","13","13","49","6","246.000000","0","2.000000","0",".000000","0","0","0","10818.000000",".600000","4561.000000","40.000000",".970000",".000000",".210000","$50,000-74,999","True","5000.000000","CDCA36574116921421859A9","","","","","","","","","0","","19","72101","4000","2012-08-08 00:00:00","Q3 2012","1A09355457030588678E5AD","166.300000","5223.920000","4000.000000","1223.920000","-43.100000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","44"
"308233894291174369762B1","138108","2007-05-15 18:18:29.483000000","C","36","Completed","2010-06-08 00:00:00",".247530",".240000",".230000","","","","","","","0","MI","Clerical","Full-time","3","True","False","","2007-05-15 13:13:01.453000000","660","679","1994-02-25 00:00:00","11","11","22","6","204.000000","1","8.000000","0",".000000","0","0","0","7900.000000",".950000","364.000000","19.000000",".840000","1.000000",".730000","$1-24,999","True","1916.666667","D42833892710872211359C4","","","","","","","","","0","","82","15367","17000","2007-05-25 00:00:00","Q2 2007","8CE5339007089131045BE07","666.960000","24034.310000","17000.000000","7034.310000","-293.100000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","171"
"308E3592401696250EA40B6","980673","2013-10-15 06:44:45.757000000","","60","Current","",".142490",".119900",".109900",".105680",".034900",".070780","6","A","10.000000","1","TX","Retail Management","Employed","119","True","False","","2013-10-15 06:44:48","740","759","1999-02-18 00:00:00","9","9","14","6","975.000000","1","1.000000","0",".000000","0","0","0","30836.000000",".360000","52964.000000","12.000000",".910000",".000000",".230000","$100,000+","True","8750.000000","178A369543873606033FDA9","","","","","","","","","0","","5","106767","20000","2013-10-23 00:00:00","Q4 2013","4CEA3696359922670107DE8","444.790000","1772.590100","985.950000","786.640100","-66.160000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"30923592331569315C0A8B1","996294","2013-10-22 11:37:52.510000000","","36","Current","",".235400",".198000",".188000",".174160",".084900",".089260","4","C","3.000000","1","SC","Other","Employed","66","False","False","","2013-10-22 11:37:54","700","719","1995-11-21 00:00:00","9","9","22","7","634.000000","1","2.000000","0",".000000","0","0","0","31624.000000",".770000","8937.000000","20.000000","1.000000","2.000000",".520000","$25,000-49,999","True","2935.833333","8FF936978450746228F4346","","","","","","","","","0","","5","108074","8000","2013-10-29 00:00:00","Q4 2013","E4583696323105823E479D2","296.490000","1181.620300","672.820000","508.800300","-25.910000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"309735396699401618D1EB6","561589","2012-02-22 10:28:10.830000000","","36","Current","",".173590",".144900",".134900",".132600",".056500",".076100","5","B","8.000000","19","FL","Administrative Assistant","Employed","19","False","False","","2012-02-21 05:41:30","700","719","1988-11-01 00:00:00","4","4","43","3","128.000000","0","3.000000","1",".000000","22","1","0","3206.000000",".650000","105.000000","36.000000",".660000","1.000000",".110000","$25,000-49,999","True","3000.000000","5D9936436774255699A3276","","","","","","","","","0","","25","61092","2000","2012-02-27 00:00:00","Q1 2012","561A3540037792823E455C4","68.830000","1651.920000","1235.290000","416.630000","-28.760000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","38"
"309B3541958507940650040","567102","2012-03-09 06:22:27.633000000","","36","Chargedoff","2012-12-12 00:00:00",".266810",".228700",".218700",".213400",".099000",".114400","3","D","5.000000","1","KY","Other","Full-time","38","False","False","","2012-03-09 06:22:24","640","659","2002-06-25 00:00:00","7","5","32","5","112.000000","0","4.000000","0",".000000","0","0","0","2677.000000",".840000","315.000000","16.000000",".870000","1.000000",".420000","$1-24,999","True","2000.000000","7D313644286815404C0A7D0","1","12","12","0","0","2000.000000","1528.060000","-14","575","9","24","61789","5025","2012-03-12 00:00:00","Q1 2012","B91634835480830218B63C4","194.180000","776.720000","403.880000","372.840000","-16.300000",".000000","4621.120000","4621.120000",".000000","1.000000","0","0",".000000","102"
"30B03364608730258EF8BFC","30290","2006-08-09 19:45:27.647000000","C","36","Completed","2009-08-18 00:00:00",".191280",".184000",".169000","","","","","","","0","","Retail Management","Not available","","False","False","EF543365873906104DC9A04","2006-08-09 18:42:32.477000000","640","659","2003-10-03 00:00:00","","","3","2","24.000000","9","12.000000","0","","0","0","","","","","","","",".310000","Not displayed","True","2416.666667","12C43365917879032A76766","","","","","","","","","0","","91","2656","7500","2006-08-18 00:00:00","Q3 2006","924C3366335214191FC188B","268.940000","9693.070000","7500.000000","2193.070000","-63.020000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","163"
"00773599091353280B945F9","1130241","2014-01-10 06:31:30.607000000","","36","Current","",".252790",".215000",".205000",".188280",".102500",".085780","3","D","3.000000","1","GA","Teacher","Employed","221","True","False","","2014-01-10 06:31:33","680","699","1994-01-06 00:00:00","16","16","37","13","1377.000000","1","3.000000","0",".000000","0","0","0","51617.000000",".760000","14394.000000","36.000000",".970000","1.000000",".570000","$50,000-74,999","True","5231.666667","3EE437025953438699A6499","","","","","","","","","0","","2","126326","10000","2014-01-14 00:00:00","Q1 2014","0C1637031809961907576D3","379.320000","379.320000","196.720000","182.600000","-8.490000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","20"
"007E3514116527235C01921","506327","2011-05-11 05:54:36.187000000","","36","Current","",".254240",".219900",".209900",".204800",".100000",".104800","3","D","4.000000","7","CT","Computer Programmer","Employed","163","True","False","","2011-05-11 05:54:32","700","719","1992-01-01 00:00:00","10","8","32","5","146.000000","1","2.000000","2","8040.000000","10","0","0","4445.000000",".380000","6685.000000","31.000000",".770000",".000000",".270000","$75,000-99,999","True","7208.333333","21AF3618800595473A608E6","1","35","32","3","0","5000.000000",".000000","44","0","","34","49428","4200","2011-05-18 00:00:00","Q2 2011","A90D33922375059957411A3","160.380000","5292.540000","3728.430000","1564.110000","-71.020000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","26"
"00813577272224430FC1CAA","764921","2013-05-02 05:10:40.327000000","","36","Current","",".325380",".285900",".275900",".251200",".137500",".113700","2","E","2.000000","7","MD","Civil Service","Self-employed","49","False","False","","2013-05-02 05:10:38","660","679","2009-06-19 00:00:00","9","8","18","7","327.000000","0","3.000000","0",".000000","0","0","0","12202.000000",".730000","4125.000000","16.000000","1.000000",".000000","","$75,000-99,999","False","6666.666667","6F6A3684081927042C08DCE","","","","","","","","","0","","10","91733","4000","2013-05-30 00:00:00","Q2 2013","869A3576634270972E092D9","166.730000","1500.570000","705.890000","794.680000","-27.790000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","61"
"00873485276243227609735","460728","2010-05-30 13:52:08.033000000","","36","Chargedoff","2013-10-15 00:00:00",".285740",".262500",".252500",".146300",".100000",".146300","3","D","7.000000","1","TX","Sales - Retail","Full-time","23","False","False","","2010-05-30 13:52:02","640","659","2003-02-03 00:00:00","6","6","13","4","110.000000","0","3.000000","0",".000000","0","0","0","3228.000000","1.010000",".000000","12.000000",".910000",".000000",".100000","$50,000-74,999","True","4183.333333","07BA3590853980521AC6D4D","","","","","","","","","269","1","45","42941","2500","2010-06-14 00:00:00","Q2 2010","DF013484761067651DD99F7","101.060000","3469.980000","2074.470000","1395.510000","-49.160000",".000000","425.530000","425.530000","20.000000","1.000000","0","0",".000000","68"
